year,nestbox_id,lat_dd,lon_dd,species,lay_date,clutch_size,ld_doy
1972,HV.0170.0,52.0345136855676,5.859916209094886,great tit,1972-04-29,7,120
1973,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1973-04-26,10,116
1974,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1974-04-13,12,103
1975,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1975-05-13,0,133
1977,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1977-06-01,5,152
1978,HV.0170.0,52.0392485151225,5.84638236768951,blue tit,1978-04-23,11,113
1979,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1979-04-25,7,115
1980,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1980-04-10,13,101
1981,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1981-05-14,5,134
1982,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1982-05-14,6,134
1983,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1983-05-03,7,123
1984,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1984-06-06,0,158
1986,HV.0170.0,52.0392485151225,5.84638236768951,coal tit,1986-06-14,5,165
1988,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1988-05-13,2,134
1989,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1989-05-16,5,136
1990,HV.0170.0,52.0392485151225,5.84638236768951,blue tit,1990-04-09,9,99
1991,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1991-05-19,5,139
1992,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1992-05-05,7,126
1993,HV.0170.0,52.0392485151225,5.84638236768951,coal tit,1993-06-03,8,154
1994,HV.0170.0,52.0392485151225,5.84638236768951,blue tit,1994-04-24,10,114
1995,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1995-05-29,6,149
1996,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1996-05-16,6,137
1998,HV.0170.0,52.0392485151225,5.84638236768951,great tit,1998-04-20,12,110
1999,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,1999-04-30,7,120
2000,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2000-05-28,5,149
2001,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2001-05-09,6,129
2002,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2002-05-26,7,146
2004,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2004-04-18,9,109
2005,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2005-05-19,6,139
2007,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2007-05-14,6,134
2008,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2008-04-27,9,118
2010,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2010-05-01,8,121
2011,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2011-05-26,8,146
2012,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2012-05-03,7,124
2013,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2013-05-06,6,126
2014,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2014-05-15,6,135
2015,HV.0170.0,52.0392485151225,5.84638236768951,blue tit,2015-04-19,0,109
2016,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2016-05-14,6,135
2018,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2018-04-19,7,109
2019,HV.0170.0,52.0392485151225,5.84638236768951,blue tit,2019-04-08,9,98
2021,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2021-05-03,7,123
2022,HV.0170.0,52.0392485151225,5.84638236768951,pied flycatcher,2022-05-07,7,127
2023,HV.0170.0,52.0392485151225,5.84638236768951,great tit,2023-04-26,7,116
1959,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1959-04-14,11,104
1960,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1960-04-23,9,114
1961,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1961-04-11,13,101
1962,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1962-04-27,11,117
1963,HV.0171.0,52.03411781068959,5.855595560728092,coal tit,1963-04-23,10,113
1964,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1964-04-21,11,112
1965,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1965-04-23,9,113
1966,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1966-04-20,8,110
1967,HV.0171.0,52.03411781068959,5.855595560728092,blue tit,1967-04-22,14,112
1969,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1969-04-28,9,118
1970,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1970-04-30,11,120
1971,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1971-04-20,9,110
1972,HV.0171.0,52.03411781068959,5.855595560728092,great tit,1972-04-20,13,111
1973,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1973-04-30,9,120
1975,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1975-05-02,7,122
1976,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1976-06-13,7,165
1977,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1977-05-16,3,136
1978,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1978-04-28,7,118
1980,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1980-04-17,9,108
1981,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1981-05-30,7,150
1982,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,1982-04-30,10,120
1984,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1984-06-11,6,163
1986,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,1986-05-07,10,127
1987,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,1987-04-29,0,119
1988,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,1988-04-24,11,115
1989,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1989-05-30,6,150
1990,HV.0171.0,52.0385914911503,5.84660882285987,pied flycatcher,1990-05-10,6,130
1991,HV.0171.0,52.0385914911503,5.84660882285987,coal tit,1991-04-16,9,106
1992,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1992-04-21,10,112
1994,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,1994-04-23,11,113
1996,HV.0171.0,52.0385914911503,5.84660882285987,coal tit,1996-04-20,9,111
1998,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1998-04-23,11,113
1999,HV.0171.0,52.0385914911503,5.84660882285987,great tit,1999-05-08,10,128
2000,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,2000-04-20,12,111
2002,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2002-04-26,11,116
2003,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2003-04-16,4,106
2005,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2005-04-24,8,114
2007,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,2007-04-17,4,107
2008,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2008-04-19,0,110
2009,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2009-04-14,9,104
2010,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2010-04-05,10,95
2011,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2011-04-12,8,102
2012,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2012-04-16,7,107
2013,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2013-05-06,7,126
2015,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2015-04-16,10,106
2017,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2017-04-12,0,102
2019,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2019-04-15,5,105
2020,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2020-04-15,NA,106
2022,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,2022-04-29,8,119
2023,HV.0171.0,52.0385914911503,5.84660882285987,great tit,2023-06-01,7,152
2024,HV.0171.0,52.0385914911503,5.84660882285987,blue tit,2024-04-11,10,102
1959,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1959-04-29,9,119
1960,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1960-05-01,10,122
1961,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1961-04-12,9,102
1962,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1962-06-12,8,163
1963,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1963-06-10,10,161
1964,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1964-06-23,6,175
1965,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1965-04-24,12,114
1967,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1967-04-16,12,106
1968,HV.0172.0,52.035438726467646,5.860500612822713,blue tit,1968-05-05,10,126
1969,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1969-04-28,10,118
1970,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1970-05-02,10,122
1971,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1971-04-22,9,112
1972,HV.0172.0,52.035438726467646,5.860500612822713,great tit,1972-04-28,13,119
1973,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1973-05-11,8,131
1974,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1974-05-17,6,137
1975,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1975-05-03,9,123
1976,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1976-05-03,9,124
1977,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1977-04-28,11,118
1978,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1978-04-30,12,120
1979,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1979-04-25,7,115
1980,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1980-05-21,4,142
1981,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1981-04-21,7,111
1982,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1982-04-19,5,109
1983,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1983-05-31,5,151
1984,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1984-06-13,8,165
1986,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1986-06-22,7,173
1987,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1987-05-10,6,130
1988,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1988-05-11,6,132
1990,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,1990-05-09,6,129
1992,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1992-06-10,7,162
1993,HV.0172.0,52.0379105173032,5.84606257673038,coal tit,1993-05-01,8,121
1994,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1994-05-10,10,130
1995,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,1995-05-31,7,151
1996,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1996-04-25,10,116
1998,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,1998-04-19,12,109
1999,HV.0172.0,52.0379105173032,5.84606257673038,great tit,1999-04-27,3,117
2001,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2001-04-29,4,119
2002,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2002-04-22,4,112
2003,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2003-05-08,7,128
2004,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2004-05-12,7,133
2005,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2005-04-16,8,106
2006,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2006-04-23,0,113
2007,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2007-04-10,5,100
2008,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2008-04-20,11,111
2009,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2009-05-09,7,129
2010,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2010-04-18,12,108
2011,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2011-05-01,7,121
2012,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2012-04-11,10,102
2013,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2013-06-10,6,161
2015,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2015-05-08,6,128
2016,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2016-04-24,7,115
2017,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2017-04-14,8,104
2019,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2019-05-19,4,139
2020,HV.0172.0,52.0379105173032,5.84606257673038,pied flycatcher,2020-05-13,5,134
2021,HV.0172.0,52.0379105173032,5.84606257673038,great tit,2021-04-28,NA,118
2023,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2023-04-19,8,109
2024,HV.0172.0,52.0379105173032,5.84606257673038,blue tit,2024-04-07,11,98
1959,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1959-04-12,11,102
1960,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1960-04-19,14,110
1961,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1961-04-11,11,101
1962,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1962-06-15,9,166
1963,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1963-05-09,9,129
1965,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1965-05-03,9,123
1966,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1966-04-21,9,111
1967,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1967-04-20,8,110
1968,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1968-05-10,8,131
1969,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1969-05-04,10,124
1970,HV.0173.0,52.03502266240696,5.861570925377124,pied flycatcher,1970-05-12,6,132
1971,HV.0173.0,52.03502266240696,5.861570925377124,pied flycatcher,1971-05-14,6,134
1972,HV.0173.0,52.03502266240696,5.861570925377124,great tit,1972-04-20,9,111
1975,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1975-06-06,10,157
1976,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1976-05-17,2,138
1977,HV.0173.0,52.0371105973759,5.84605437636471,marsh tit,1977-05-03,4,123
1978,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1978-05-06,6,126
1979,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1979-04-28,9,118
1980,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1980-05-15,5,136
1981,HV.0173.0,52.0371105973759,5.84605437636471,blue tit,1981-04-29,7,119
1983,HV.0173.0,52.0371105973759,5.84605437636471,blue tit,1983-04-22,10,112
1984,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1984-05-23,7,144
1986,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1986-05-01,13,121
1987,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1987-04-24,9,114
1988,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1988-04-23,6,114
1990,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1990-05-10,6,130
1991,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1991-06-13,8,164
1992,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1992-04-22,9,113
1995,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1995-04-30,11,120
1996,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1996-04-24,11,115
1997,HV.0173.0,52.0371105973759,5.84605437636471,great tit,1997-05-31,9,151
1999,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,1999-05-10,6,130
2000,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2000-04-30,6,121
2001,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2001-05-05,6,125
2003,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2003-04-20,11,110
2004,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2004-04-19,8,110
2007,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2007-05-15,9,135
2008,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2008-05-04,6,125
2009,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2009-04-17,11,107
2010,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2010-04-29,7,119
2011,HV.0173.0,52.0371105973759,5.84605437636471,blue tit,2011-04-10,0,100
2012,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2012-05-07,6,128
2013,HV.0173.0,52.0371105973759,5.84605437636471,blue tit,2013-05-05,10,125
2014,HV.0173.0,52.0371105973759,5.84605437636471,blue tit,2014-04-05,9,95
2015,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2015-04-21,0,111
2016,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2016-05-09,6,130
2017,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2017-04-04,0,94
2018,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2018-04-13,9,103
2019,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2019-04-02,9,92
2020,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2020-04-22,6,113
2021,HV.0173.0,52.0371105973759,5.84605437636471,pied flycatcher,2021-05-16,6,136
2022,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2022-04-19,8,109
2023,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2023-05-02,8,122
2024,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2024-04-10,10,101
2025,HV.0173.0,52.0371105973759,5.84605437636471,great tit,2025-04-18,10,108
1959,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1959-04-14,8,104
1960,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1960-04-24,10,115
1961,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1961-04-13,10,103
1962,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1962-04-26,10,116
1963,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1963-06-04,7,155
1964,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1964-05-09,10,130
1965,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1965-04-23,8,113
1966,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1966-04-28,12,118
1967,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1967-04-27,8,117
1968,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1968-04-20,17,111
1969,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1969-04-25,10,115
1970,HV.0174.0,52.03629103979247,5.862792263681969,blue tit,1970-05-04,12,124
1971,HV.0174.0,52.03629103979247,5.862792263681969,great tit,1971-05-08,8,128
1972,HV.0174.0,52.03629103979247,5.862792263681969,pied flycatcher,1972-05-09,7,130
1973,HV.0174.0,52.036684641279,5.84695360437341,great tit,1973-06-17,7,168
1974,HV.0174.0,52.036684641279,5.84695360437341,great tit,1974-05-01,12,121
1975,HV.0174.0,52.036684641279,5.84695360437341,great tit,1975-04-27,9,117
1976,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1976-04-19,10,110
1977,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1977-05-10,6,130
1979,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1979-05-16,6,136
1980,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1980-04-05,12,96
1981,HV.0174.0,52.036684641279,5.84695360437341,great tit,1981-04-20,7,110
1982,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1982-05-19,6,139
1983,HV.0174.0,52.036684641279,5.84695360437341,great tit,1983-04-26,9,116
1984,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1984-05-16,6,137
1985,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1985-04-24,10,114
1987,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1987-04-23,14,113
1988,HV.0174.0,52.036684641279,5.84695360437341,great tit,1988-05-03,4,124
1989,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1989-05-10,6,130
1990,HV.0174.0,52.036684641279,5.84695360437341,great tit,1990-05-28,9,148
1991,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1991-04-16,9,106
1992,HV.0174.0,52.036684641279,5.84695360437341,great tit,1992-04-15,12,106
1993,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1993-05-17,5,137
1994,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1994-05-07,7,127
1995,HV.0174.0,52.036684641279,5.84695360437341,great tit,1995-04-29,10,119
1996,HV.0174.0,52.036684641279,5.84695360437341,blue tit,1996-04-25,12,116
1998,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,1998-05-06,5,126
2000,HV.0174.0,52.036684641279,5.84695360437341,blue tit,2000-04-19,11,110
2001,HV.0174.0,52.036684641279,5.84695360437341,great tit,2001-05-03,7,123
2003,HV.0174.0,52.036684641279,5.84695360437341,great tit,2003-04-26,0,116
2004,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,2004-05-01,7,122
2005,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,2005-05-07,7,127
2006,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,2006-05-03,7,123
2007,HV.0174.0,52.036684641279,5.84695360437341,blue tit,2007-04-10,9,100
2008,HV.0174.0,52.036684641279,5.84695360437341,blue tit,2008-04-16,0,107
2009,HV.0174.0,52.036684641279,5.84695360437341,great tit,2009-05-20,9,140
2010,HV.0174.0,52.036684641279,5.84695360437341,great tit,2010-04-16,10,106
2011,HV.0174.0,52.036684641279,5.84695360437341,pied flycatcher,2011-04-23,7,113
2012,HV.0174.0,52.036684641279,5.84695360437341,blue tit,2012-04-09,13,100
